cluster,label,n_member_names,n_reps,reps,cov_Hybrid-Manual,cov_Hybrid-Full,cov_GPT-Law,cov_GPT-Free,members
1061,מספר ידויים,1,1,Hybrid-Full,0,1,0,0,מספר_ידויים
406,מספר_ירי_במקרה_ראשון,2,1,GPT-Law,0,0,1,0,מספר_ירי_במקרה_ראשון ; מספר_ירי_במקרה_שני
920,מספר יריות לעבר חיילים,1,1,GPT-Free,0,0,0,1,מספר_יריות_לעבר_חיילים
793,מספר כביש,1,1,Hybrid-Full,0,1,0,0,מספר_כביש
898,מספר כדורי תחמושת שנמכרו לחרוב,1,1,Hybrid-Manual,1,0,0,0,מספר_כדורי_תחמושת_שנמכרו_לחרוב
1332,מספר כדורים בכיס האחורי,1,1,Hybrid-Full,0,1,0,0,מספר_כדורים_בכיס_האחורי
657,מספר מתלוננים,1,1,GPT-Free,0,0,0,1,מספר_מתלוננים
899,מספר נוסעים ברכב,1,1,Hybrid-Full,0,1,0,0,מספר_נוסעים_ברכב
1107,מספר_נסיונות_למכור,1,1,GPT-Law,0,0,1,0,מספר_נסיונות_למכור
886,מספר נשקים שנמכרו למחיסן,1,1,Hybrid-Full,0,1,0,0,מספר_נשקים_שנמכרו_למחיסן
757,מספר עדים במקום,1,1,Hybrid-Manual,1,0,0,0,מספר_עדים_במקום
839,מספר פגישות בין הנאשם למחמד,1,1,Hybrid-Manual,1,0,0,0,מספר_פגישות_בין_הנאשם_למחמד
1096,מספר_צדדים_מעורבים,1,1,GPT-Law,0,0,1,0,מספר_צדדים_מעורבים
794,מספר קורבנות בפיגוע,1,1,GPT-Free,0,0,0,1,מספר_קורבנות_בפיגוע
913,מספר_קורבנות_פוטנציאליים,1,1,GPT-Free,0,0,0,1,מספר_קורבנות_פוטנציאליים
792,מספר_קליעים_שנורו,1,1,GPT-Law,0,0,1,0,מספר_קליעים_שנורו
1197,מספר קליעים שפגעו,1,1,Hybrid-Manual,1,0,0,0,מספר_קליעים_שפגעו
979,מספר רכבי ביטחון שנפגעו,1,1,Hybrid-Manual,1,0,0,0,מספר_רכבי_ביטחון_שנפגעו
614,מספר רכבים של כוחות הביטחון שנזוהו,1,1,Hybrid-Full,0,1,0,0,מספר_רכבים_של_כוחות_הביטחון_שנזוהו
750,מספר תוקפים,1,1,Hybrid-Full,0,1,0,0,מספר_תוקפים
1234,מספר_תחמושת_שנסחרה,1,1,GPT-Law,0,0,1,0,מספר_תחמושת_שנסחרה
373,מספר תיקים שאוחדו,1,1,GPT-Free,0,0,0,1,מספר_תיקים_שאוחדו
665,מספר תת-מקלעים,1,1,Hybrid-Manual,1,0,0,0,מספר_תת_מקלעים
808,מספר תתי מקלע שהועברו,1,1,Hybrid-Full,0,1,0,0,מספר_תתי_מקלע_שהועברו
1054,מעורבות אדם נוסף,1,1,Hybrid-Manual,1,0,0,0,מעורבות_אדם_נוסף
417,מעורבות בפרשייה מורכבת,1,1,Hybrid-Full,0,1,0,0,מעורבות_בפרשייה_מורכבת
741,מעורבות קרובי משפחה,1,1,Hybrid-Manual,1,0,0,0,מעורבות_קרובי_משפחה
1206,מעורבים נוספים באירוע,1,1,Hybrid-Manual,1,0,0,0,מעורבים_נוספים_באירוע
585,מעמד_הנאשם_ברכב,1,1,GPT-Free,0,0,0,1,מעמד_הנאשם_ברכב
1386,מעמד הנאשמת בעת ביצוע העבירות,1,1,GPT-Free,0,0,0,1,מעמד_הנאשמת_בעת_ביצוע_העבירות
519,מעצר הבית,1,1,Hybrid-Manual,1,0,0,0,מעצר_הבית
668,מערכת יחסים עם המתלוננת,1,1,Hybrid-Manual,1,0,0,0,מערכת_יחסים_עם_המתלוננת
1238,מצב הנאשם בעת ביצוע העבירה,1,1,GPT-Free,0,0,0,1,מצב_הנאשם_בעת_ביצוע_העבירה
1159,מצב_הנאשם_בעת_המעשה,1,1,GPT-Law,0,0,1,0,מצב_הנאשם_בעת_המעשה
746,מצב הנהגה,1,1,Hybrid-Full,0,1,0,0,מצב_הנהגה
924,מצב הנשק בסיום האירועים,1,1,Hybrid-Full,0,1,0,0,מצב_הנשק_בסיום_האירועים
689,מצב רישיון נהיגה של ג'וודת,1,1,Hybrid-Full,0,1,0,0,מצב_רישיון_נהיגה_של_ג'וודת
465,מצב רישיון נהיגה של הנהג,1,1,Hybrid-Manual,1,0,0,0,מצב_רישיון_נהיגה_של_הנהג
1372,מקום איסוף הנשק,1,1,Hybrid-Manual,1,0,0,0,מקום_איסוף_הנשק
854,מקום אשפוז,1,1,Hybrid-Full,0,1,0,0,מקום_אשפוז
324,מקום_ביצוע_עבירה_ראשונה,1,1,GPT-Law,0,0,1,0,מקום_ביצוע_עבירה_ראשונה
1264,מקום_ביצוע_עבירה_שנייה,1,1,GPT-Law,0,0,1,0,מקום_ביצוע_עבירה_שנייה
1198,מקום ביצוע עבירת נשק,1,1,GPT-Free,0,0,0,1,מקום_ביצוע_עבירת_נשק
580,מקום האישפוז,1,1,Hybrid-Manual,1,0,0,0,מקום_האישפוז
1074,מקום_ההחבאה,1,1,GPT-Law,0,0,1,0,מקום_ההחבאה
987,מקום_ההשגה,1,1,GPT-Law,0,0,1,0,מקום_ההשגה
612,מקום החביאה של הנשק הנוסף,1,1,Hybrid-Manual,1,0,0,0,מקום_החביאה_של_הנשק_הנוסף
760,מקום החביית הנשק,1,1,Hybrid-Manual,1,0,0,0,מקום_החביית_הנשק
658,מקום_החזקה_והסתרה,1,1,GPT-Law,0,0,1,0,מקום_החזקה_והסתרה
1354,מקום החזקת הסם,1,1,GPT-Free,0,0,0,1,מקום_החזקת_הסם
674,מקום_המציאה,1,1,GPT-Law,0,0,1,0,מקום_המציאה
749,מקום_הנשיאה_העיקרי,1,1,GPT-Law,0,0,1,0,מקום_הנשיאה_העיקרי
282,מקום_הנשק_והתחמושת_לאחר_העבירה,2,1,GPT-Free,0,0,0,1,מקום_הנשק_והתחמושת_לאחר_העבירה ; מקום_הנשק_והתחמושת_לפני_העבירה
523,מקום השירות של יוסף,1,1,Hybrid-Manual,1,0,0,0,מקום_השירות_של_יוסף
915,מקום חיפוש נשק על ידי כוחות הביטחון,1,1,Hybrid-Full,0,1,0,0,מקום_חיפוש_נשק_על_ידי_כוחות_הביטחון
1110,מקום ידוי,1,1,Hybrid-Full,0,1,0,0,מקום_ידוי
1049,מקום ייצור הנשק,1,1,Hybrid-Full,0,1,0,0,מקום_ייצור_הנשק
1120,מקום ירי,1,1,Hybrid-Full,0,1,0,0,מקום_ירי
1153,מקום מגורי המעורבים,1,1,GPT-Free,0,0,0,1,מקום_מגורי_המעורבים
890,מקום מגורי הקטין,1,1,Hybrid-Full,0,1,0,0,מקום_מגורי_הקטין
670,מקום מגורים בעת ביצוע העבירה,1,1,GPT-Free,0,0,0,1,מקום_מגורים_בעת_ביצוע_העבירה
779,מקום ניסיון המכירה,1,1,GPT-Free,0,0,0,1,מקום_ניסיון_המכירה
1260,מקום עבודת המתלונן,1,1,Hybrid-Manual,1,0,0,0,מקום_עבודת_המתלונן
1382,מקום עצירת הנאשם,1,1,Hybrid-Manual,1,0,0,0,מקום_עצירת_הנאשם
1085,מרחק הנאשם מהפח במהלך האירוע,1,1,Hybrid-Full,0,1,0,0,מרחק_הנאשם_מהפח_במהלך_האירוע
440,מרחק ידוי,1,1,Hybrid-Full,0,1,0,0,מרחק_ידוי
396,מרחק ירי לעבר חיילים,1,1,GPT-Free,0,0,0,1,מרחק_ירי_לעבר_חיילים
887,מרחק מהקורבן בעת הירי,1,1,GPT-Free,0,0,0,1,מרחק_מהקורבן_בעת_הירי
955,מרכיבי המטען,1,1,Hybrid-Full,0,1,0,0,מרכיבי_המטען
700,משך_אשפוז_הנפגע,1,1,GPT-Law,0,0,1,0,משך_אשפוז_הנפגע
725,משך הזמן בין האירועים,1,1,GPT-Free,0,0,0,1,משך_הזמן_בין_האירועים
956,משך_העבירה,1,1,GPT-Law,0,0,1,0,משך_העבירה
524,משך_הקשר_לפני_העבירה,1,1,GPT-Law,0,0,1,0,משך_הקשר_לפני_העבירה
780,משך זמן עד להודאה,1,1,Hybrid-Manual,1,0,0,0,משך_זמן_עד_להודאה
837,משקל החשיש,1,1,Hybrid-Full,0,1,0,0,משקל_החשיש
1330,האם נגרם נזק פיזי לאנשים,1,1,GPT-Free,0,0,0,1,נגרם_נזק_פיזי_לאנשים
568,האם_נגרם_נזק_קונקרטי,1,1,GPT-Law,0,0,1,0,נגרם_נזק_קונקרטי
805,נהיגה מסוכנת,1,1,GPT-Free,0,0,0,1,נהיגה_מסוכנת
651,נוכחות_אחרים_בזירת_העבירה,1,1,GPT-Law,0,0,1,0,נוכחות_אחרים_בזירת_העבירה
711,נוכחות_אנשים_בזמן_העבירה,1,1,GPT-Law,0,0,1,0,נוכחות_אנשים_בזמן_העבירה
875,נוכחות אנשים נוספים,1,1,GPT-Free,0,0,0,1,נוכחות_אנשים_נוספים
376,נוכחות עדים,1,1,GPT-Free,0,0,0,1,נוכחות_עדים
1259,נוסע נוסף,1,1,GPT-Free,0,0,0,1,נוסע_נוסף
673,נזק לרכב,1,1,Hybrid-Full,0,1,0,0,נזק_לרכב
851,נזק_צפוי_מהעבירה,1,1,GPT-Law,0,0,1,0,נזק_צפוי_מהעבירה
498,נזק_שצפוי_להיגרם,1,1,GPT-Law,0,0,1,0,נזק_שצפוי_להיגרם
526,ניהול_הליך_חלקי,1,1,GPT-Law,0,0,1,0,ניהול_הליך_חלקי
934,ניסיון_הסתרה_או_השלכה,1,1,GPT-Law,0,0,1,0,ניסיון_הסתרה_או_השלכה
707,ניסיון_למכור_נשק,1,1,GPT-Law,0,0,1,0,ניסיון_למכור_נשק
1057,ניסיון למנוע את התוצאה,1,1,GPT-Free,0,0,0,1,ניסיון_למנוע_את_התוצאה
1336,ניסיון מכירה,1,1,GPT-Free,0,0,0,1,ניסיון_מכירה
536,ניצול_יחסים,1,1,GPT-Law,0,0,1,0,ניצול_יחסים
627,ניצול_יחסים_או_השפעה,1,1,GPT-Law,0,0,1,0,ניצול_יחסים_או_השפעה
528,האם_נמצא_מחסנית,1,1,GPT-Law,0,0,1,0,נמצא_מחסנית
643,נסיבות,1,1,GPT-Law,0,0,1,0,נסיבות
1031,נסיבות_ביצוע,1,1,GPT-Free,0,0,0,1,נסיבות_ביצוע
1196,נסיבות_המעשה,1,1,GPT-Law,0,0,1,0,נסיבות_המעשה
1188,נסיבות_הנשיאה,1,1,GPT-Law,0,0,1,0,נסיבות_הנשיאה
588,נסיבות_העבירה,1,1,GPT-Free,0,0,0,1,נסיבות_העבירה
508,נסיבות_התפיסה,1,1,GPT-Free,0,0,0,1,נסיבות_התפיסה
1028,נסיבות_מחמירות,1,1,GPT-Free,0,0,0,1,נסיבות_מחמירות
421,נסיעה ברכב,1,1,Hybrid-Full,0,1,0,0,נסיעה_ברכב
1314,נפגעים,1,1,GPT-Law,0,0,1,0,נפגעים
420,האם_נשא_את_הנשק_לעבודה,1,1,GPT-Law,0,0,1,0,נשא_את_הנשק_לעבודה
225,נשיאת_הנשק_ביום_מעצר,2,1,GPT-Free,0,0,0,1,נשיאת_הנשק_ביום_מעצר ; שעת_נשיאת_הנשק_ביום_מעצר
798,נשיאת_נשק_ללא_רישיון,1,1,GPT-Law,0,0,1,0,נשיאת_נשק_ללא_רישיון
434,נשק_שהוחזק,1,1,GPT-Law,0,0,1,0,נשק_שהוחזק
724,נשק_ששימש_בעבירה,1,1,GPT-Free,0,0,0,1,נשק_ששימש_בעבירה
513,האם נתפס כסף מזומן,1,1,GPT-Free,0,0,0,1,נתפס_כסף_מזומן
425,האם נתפסו ראיות פיזיות,1,1,GPT-Free,0,0,0,1,נתפסו_ראיות_פיזיות
633,סוג_אמצעי_נוסף,1,1,GPT-Free,0,0,0,1,סוג_אמצעי_נוסף
786,סוג_האמלח,1,1,GPT-Law,0,0,1,0,סוג_האמלח
1224,סוג_החבלה,1,1,GPT-Law,0,0,1,0,סוג_החבלה
826,סוג_הירי,1,1,GPT-Law,0,0,1,0,סוג_הירי
511,סוג המאזדה,1,1,Hybrid-Full,0,1,0,0,סוג_המאזדה
804,סוג המטען,1,1,Hybrid-Full,0,1,0,0,סוג_המטען
379,סוג המפגש,1,1,Hybrid-Full,0,1,0,0,סוג_המפגש
1377,סוג_המקום,1,1,GPT-Law,0,0,1,0,סוג_המקום
755,סוג המשקאות המשכרים,1,1,Hybrid-Manual,1,0,0,0,סוג_המשקאות_המשכרים
1012,סוג הניידת,1,1,Hybrid-Full,0,1,0,0,סוג_הניידת
908,סוג הנשק [קרלו],1,1,Hybrid-Manual,1,0,0,0,סוג_הנשק_[קרלו]
1368,סוג הנשק מפורט,1,1,Hybrid-Full,0,1,0,0,סוג_הנשק_מפורט
241,סוג הסוכן,1,1,Hybrid-Full,0,1,0,0,סוג_הסוכן
615,סוג העסקה המובילה לסכסוך,1,1,Hybrid-Manual,1,0,0,0,סוג_העסקה_המובילה_לסכסוך
885,סוג_הפציעה,1,1,GPT-Law,0,0,1,0,סוג_הפציעה
1362,סוג הפריט הגנוב,1,1,Hybrid-Manual,1,0,0,0,סוג_הפריט_הגנוב
1204,סוג הפריט המוגנב,1,1,Hybrid-Full,0,1,0,0,סוג_הפריט_המוגנב
1265,סוג הפרעה,1,1,Hybrid-Full,0,1,0,0,סוג_הפרעה
577,סוג הצו לחיפוש,1,1,Hybrid-Full,0,1,0,0,סוג_הצו_לחיפוש
541,סוג הקטנוע,1,1,Hybrid-Full,0,1,0,0,סוג_הקטנוע
1132,סוג הקרוואן,1,1,Hybrid-Manual,1,0,0,0,סוג_הקרוואן
395,סוג הרכב המשטרתי,1,1,Hybrid-Manual,1,0,0,0,סוג_הרכב_המשטרתי
1013,סוג_התחבורה,1,1,GPT-Free,0,0,0,1,סוג_התחבורה
1282,סוג רכב המטרה,1,1,Hybrid-Manual,1,0,0,0,סוג_רכב_המטרה
682,"סוג תחמושת [5.56 מ""מ]",1,1,Hybrid-Full,0,1,0,0,סוג_תחמושת_[5.56_ממ]
567,סוג תת-מקלע,1,1,Hybrid-Manual,1,0,0,0,סוג_תת_מקלע
552,סוגי נשק מעורבים,1,1,GPT-Free,0,0,0,1,סוגי_נשק_מעורבים
581,סוגי_נשק_שהיו_ברשות_הנאשם,1,1,GPT-Free,0,0,0,1,סוגי_נשק_שהיו_ברשות_הנאשם
1152,סוכן_משטרתי,1,1,GPT-Law,0,0,1,0,סוכן_משטרתי
386,סטטוס ביטוח,1,1,GPT-Free,0,0,0,1,סטטוס_ביטוח
382,סטטוס הגנב,1,1,GPT-Free,0,0,0,1,סטטוס_הגנב
361,סטטוס רישיון רכב,1,1,GPT-Free,0,0,0,1,סטטוס_רישיון_רכב
485,סיבת_ביצוע,1,1,GPT-Law,0,0,1,0,סיבת_ביצוע
980,סיבת הוויכוח,1,1,Hybrid-Full,0,1,0,0,סיבת_הוויכוח
832,סיבת המעצר,1,1,Hybrid-Full,0,1,0,0,סיבת_המעצר
602,סיבת העצירה,1,1,Hybrid-Full,0,1,0,0,סיבת_העצירה
744,סיבת חיפוש,1,1,Hybrid-Manual,1,0,0,0,סיבת_חיפוש
520,סיבת מכירת הנשק,1,1,Hybrid-Full,0,1,0,0,סיבת_מכירת_הנשק
572,סיבת עצירת הרכב,1,1,Hybrid-Manual,1,0,0,0,סיבת_עצירת_הרכב
250,סכום התשלום,1,1,Hybrid-Full,0,1,0,0,סכום_התשלום
438,סכום כסף במזומן,1,1,Hybrid-Full,0,1,0,0,סכום_כסף_במזומן
105,סכום_כסף_שנלקח,2,1,GPT-Law,0,0,1,0,סכום_כסף_שנלקח ; סכום_שיק_שנלקח
1250,סכום רכישת הנשק,1,1,Hybrid-Manual,1,0,0,0,סכום_רכישת_הנשק
709,סכנה פוטנציאלית,1,1,Hybrid-Manual,1,0,0,0,סכנה_פוטנציאלית
809,סכסוך עם המתלוננת,1,1,Hybrid-Manual,1,0,0,0,סכסוך_עם_המתלוננת
714,סכסוך קיים,1,1,Hybrid-Full,0,1,0,0,סכסוך_קיים
422,סעיפי_חוק_בתיק_הנשק,1,1,GPT-Law,0,0,1,0,סעיפי_חוק_בתיק_הנשק
433,סעיפי_חוק_נוספים,1,1,GPT-Law,0,0,1,0,סעיפי_חוק_נוספים
454,סעיפי_חוק_רלוונטיים,1,1,GPT-Law,0,0,1,0,סעיפי_חוק_רלוונטיים
364,עבירות איומים,1,1,GPT-Free,0,0,0,1,עבירות_איומים
455,עבירות חבלה,1,1,GPT-Free,0,0,0,1,עבירות_חבלה
815,עבירות ייחוס,1,1,GPT-Free,0,0,0,1,עבירות_ייחוס
781,עבירות סמים,1,1,GPT-Free,0,0,0,1,עבירות_סמים
1295,עבירות_שהורשע_בהן,1,1,GPT-Law,0,0,1,0,עבירות_שהורשע_בהן
419,עבירות תקיפה,1,1,GPT-Free,0,0,0,1,עבירות_תקיפה
776,עבירת_גניבה,1,1,GPT-Law,0,0,1,0,עבירת_גניבה
662,עבירת רכוש,1,1,GPT-Free,0,0,0,1,עבירת_רכוש
385,עיסוק הנאשם,1,1,GPT-Free,0,0,0,1,עיסוק_הנאשם
957,עיר,1,1,GPT-Free,0,0,0,1,עיר
634,עיר_ביצוע,1,1,GPT-Law,0,0,1,0,עיר_ביצוע
873,עיר מגורים,1,1,Hybrid-Manual,1,0,0,0,עיר_מגורים
902,עיתוי_הירי,1,1,GPT-Law,0,0,1,0,עיתוי_הירי
622,פגיעה ברכב,1,1,Hybrid-Full,0,1,0,0,פגיעה_ברכב
476,פגיעה_פיזית_בקרבן,1,1,GPT-Law,0,0,1,0,פגיעה_פיזית_בקרבן
444,פגיעות שנגרמו,1,1,GPT-Free,0,0,0,1,פגיעות_שנגרמו
800,פוטנציאל הנשק,1,1,Hybrid-Full,0,1,0,0,פוטנציאל_הנשק
549,פוטנציאל הריגה,1,1,Hybrid-Manual,1,0,0,0,פוטנציאל_הריגה
644,פוטנציאל לפגיעה באדם,1,1,Hybrid-Full,0,1,0,0,פוטנציאל_לפגיעה_באדם
1064,פונקציונליות הנשק,1,1,Hybrid-Full,0,1,0,0,פונקציונליות_הנשק
848,פיגוע שבוצע בנשק,1,1,GPT-Free,0,0,0,1,פיגוע_שבוצע_בנשק
216,פיזור הנשק,1,1,Hybrid-Manual,1,0,0,0,פיזור_הנשק
1388,פירוט_אי_תקינות_הנשק,1,1,GPT-Law,0,0,1,0,פירוט_אי_תקינות_הנשק
403,פירוט_מיקום_המחסניות,1,1,GPT-Free,0,0,0,1,פירוט_מיקום_המחסניות
943,פירוט_שימוש_נשק_בפיגוע,1,1,GPT-Law,0,0,1,0,פירוט_שימוש_נשק_בפיגוע
607,פס כתוב על הרימון,1,1,Hybrid-Manual,1,0,0,0,פס_כתוב_על_הרימון
594,פעולה במהלך המנוסה,1,1,Hybrid-Manual,1,0,0,0,פעולה_במהלך_המנוסה
547,פעולה_לאחר_האירוע,1,1,GPT-Free,0,0,0,1,פעולה_לאחר_האירוע
453,פעולה_נוספת,1,1,GPT-Free,0,0,0,1,פעולה_נוספת
1125,פעולה שבוצעה,1,1,GPT-Free,0,0,0,1,פעולה_שבוצעה
710,פעולה שקדמה לאירוע,1,1,Hybrid-Full,0,1,0,0,פעולה_שקדמה_לאירוע
701,פעולת האיום,1,1,Hybrid-Manual,1,0,0,0,פעולת_האיום
1092,פעולת המילוט,1,1,Hybrid-Full,0,1,0,0,פעולת_המילוט
418,פעולת המשטרה,1,1,Hybrid-Manual,1,0,0,0,פעולת_המשטרה
656,פעולת הנאשם,1,1,Hybrid-Full,0,1,0,0,פעולת_הנאשם
1276,פעולת הנאשם בעת העבירה,1,1,Hybrid-Manual,1,0,0,0,פעולת_הנאשם_בעת_העבירה
880,פעולת נמלט,1,1,Hybrid-Manual,1,0,0,0,פעולת_נמלט
679,פציעות שנגרמו,1,1,GPT-Free,0,0,0,1,פציעות_שנגרמו
1334,פרטי_ההובלה,1,1,GPT-Law,0,0,1,0,פרטי_ההובלה
423,פרטי הזיוף,1,1,Hybrid-Manual,1,0,0,0,פרטי_הזיוף
412,פרטי המסירה לחמאדה,1,1,Hybrid-Full,0,1,0,0,פרטי_המסירה_לחמאדה
810,פרטי המתלונן,1,1,Hybrid-Manual,1,0,0,0,פרטי_המתלונן
1147,פרטי הסדר טיעון,1,1,Hybrid-Manual,1,0,0,0,פרטי_הסדר_טיעון
477,פרטי הפגישה,1,1,Hybrid-Full,0,1,0,0,פרטי_הפגישה
554,פרטי_הרכישה,1,1,GPT-Law,0,0,1,0,פרטי_הרכישה
596,פרטי התקרית,1,1,Hybrid-Full,0,1,0,0,פרטי_התקרית
721,פרטי יריות,1,1,Hybrid-Full,0,1,0,0,פרטי_יריות
328,פרטי נסיעה עם הנשק,1,1,Hybrid-Full,0,1,0,0,פרטי_נסיעה_עם_הנשק
866,פרטי תמורה,1,1,Hybrid-Manual,1,0,0,0,פרטי_תמורה
694,פרטי תשלום,1,1,Hybrid-Manual,1,0,0,0,פרטי_תשלום
591,פריט גנוב,1,1,GPT-Free,0,0,0,1,פריט_גנוב
348,פריטים_נוספים_שנמצאו,1,1,GPT-Law,0,0,1,0,פריטים_נוספים_שנמצאו
1203,צדדים_מעורבים,1,1,GPT-Free,0,0,0,1,צדדים_מעורבים
546,צדדים נוספים,1,1,GPT-Free,0,0,0,1,צדדים_נוספים
205,ציוד_נוסף_ברכב,1,1,GPT-Free,0,0,0,1,ציוד_נוסף_ברכב
439,ק נוסף עטוף בבד,1,1,Hybrid-Full,0,1,0,0,ק_נוסף_עטוף_בבד
693,קוטר כדורי הרובה,1,1,Hybrid-Manual,1,0,0,0,קוטר_כדורי_הרובה
466,קוטר כדורים במחסנית ראשונה,1,1,Hybrid-Manual,1,0,0,0,קוטר_כדורים_במחסנית_ראשונה
1143,קוטר קליעי ספוג,1,1,Hybrid-Full,0,1,0,0,קוטר_קליעי_ספוג
726,קונים בעסקאות סחר,1,1,GPT-Free,0,0,0,1,קונים_בעסקאות_סחר
317,קורבן_העבירה,1,1,GPT-Law,0,0,1,0,קורבן_העבירה
565,האם_קיים_תכנון_מוקדם,1,1,GPT-Law,0,0,1,0,קיים_תכנון_מוקדם
982,קליבר רובה,1,1,Hybrid-Full,0,1,0,0,קליבר_רובה
525,קרבה_בין_הנפגעים,1,1,GPT-Law,0,0,1,0,קרבה_בין_הנפגעים
559,קרבה בין הצדדים,1,1,GPT-Free,0,0,0,1,קרבה_בין_הצדדים
688,קשר בין הנאשם לקורבן,1,1,GPT-Free,0,0,0,1,קשר_בין_הנאשם_לקורבן
768,קשר_בין_הנאשמים,1,1,GPT-Law,0,0,1,0,קשר_בין_הנאשמים
1240,קשר בין הנאשמת לצדדים נוספים,1,1,GPT-Free,0,0,0,1,קשר_בין_הנאשמת_לצדדים_נוספים
926,קשר_בין_הנפגעים_לנאשם,1,1,GPT-Law,0,0,1,0,קשר_בין_הנפגעים_לנאשם
817,קשר למנהל,1,1,Hybrid-Full,0,1,0,0,קשר_למנהל
1296,קשר למקום,1,1,GPT-Free,0,0,0,1,קשר_למקום
208,קשר_למקום_העבודה,1,1,GPT-Free,0,0,0,1,קשר_למקום_העבודה
490,קשר_למשפחה_או_אירוע,1,1,GPT-Free,0,0,0,1,קשר_למשפחה_או_אירוע
267,קשר_משפחתי_לנשק,1,1,GPT-Law,0,0,1,0,קשר_משפחתי_לנשק
334,קשר משפחתי לסיוע,1,1,GPT-Free,0,0,0,1,קשר_משפחתי_לסיוע
1154,קשר עם סוכן משטרתי,1,1,GPT-Free,0,0,0,1,קשר_עם_סוכן_משטרתי
1373,רישיון_או_היתר,1,1,GPT-Law,0,0,1,0,רישיון_או_היתר
579,רכב בשימוש,1,1,GPT-Free,0,0,0,1,רכב_בשימוש
460,רכב_ששימש_את_הנאשם,1,1,GPT-Free,0,0,0,1,רכב_ששימש_את_הנאשם
349,רכוש_נוסף_שנלקח,1,1,GPT-Free,0,0,0,1,רכוש_נוסף_שנלקח
1346,רקע_אידיאולוגי,1,1,GPT-Law,0,0,1,0,רקע_אידיאולוגי
274,רקע_לביצוע,1,1,GPT-Law,0,0,1,0,רקע_לביצוע
1060,שווי_העסקה_הראשונית,1,1,GPT-Free,0,0,0,1,שווי_העסקה_הראשונית
347,שווי_העסקה_לכדור,1,1,GPT-Law,0,0,1,0,שווי_העסקה_לכדור
1222,שווי הפריט המוגנב,1,1,Hybrid-Full,0,1,0,0,שווי_הפריט_המוגנב
1352,שווי_עסקה_מתוכנן,1,1,GPT-Law,0,0,1,0,שווי_עסקה_מתוכנן
597,שווי עסקה שבוצעה,1,1,GPT-Free,0,0,0,1,שווי_עסקה_שבוצעה
531,שיוך המקום,1,1,GPT-Free,0,0,0,1,שיוך_המקום
948,שיטת_גניבה,1,1,GPT-Law,0,0,1,0,שיטת_גניבה
856,שיטת גניבת רכב,1,1,GPT-Free,0,0,0,1,שיטת_גניבת_רכב
610,שיטת_הסתרה,1,1,GPT-Law,0,0,1,0,שיטת_הסתרה
702,שיטת_העברה,1,1,GPT-Law,0,0,1,0,שיטת_העברה
1144,שיטת_הפעלה,1,1,GPT-Free,0,0,0,1,שיטת_הפעלה
720,שייכות_הנשק,1,1,GPT-Law,0,0,1,0,שייכות_הנשק
895,שימוש_בחומר_נפיץ,1,1,GPT-Law,0,0,1,0,שימוש_בחומר_נפיץ
426,שימוש_במערכת_הפעלה_אלקטרונית,1,1,GPT-Law,0,0,1,0,שימוש_במערכת_הפעלה_אלקטרונית
350,שימוש_בקליעים,1,1,GPT-Law,0,0,1,0,שימוש_בקליעים
537,שימוש האמצעי,1,1,GPT-Free,0,0,0,1,שימוש_האמצעי
273,שימוש עצמי,1,1,GPT-Free,0,0,0,1,שימוש_עצמי
512,שיתוף פעולה עם אחרים,1,1,GPT-Free,0,0,0,1,שיתוף_פעולה_עם_אחרים
834,שלב_הביצוע,1,1,GPT-Free,0,0,0,1,שלב_הביצוע
461,שלב_העבירה,1,1,GPT-Law,0,0,1,0,שלב_העבירה
494,שלבי_העברת_הנשק,1,1,GPT-Law,0,0,1,0,שלבי_העברת_הנשק
432,שם המוכר,1,1,Hybrid-Manual,1,0,0,0,שם_המוכר
407,שם המעביד,1,1,Hybrid-Manual,1,0,0,0,שם_המעביד
654,שם_המעורב_הנוסף,1,1,GPT-Free,0,0,0,1,שם_המעורב_הנוסף
370,שם המתלונן,1,1,GPT-Free,0,0,0,1,שם_המתלונן
628,שם הנהג המוביל,1,1,Hybrid-Manual,1,0,0,0,שם_הנהג_המוביל
390,שם הסוכן,1,1,Hybrid-Full,0,1,0,0,שם_הסוכן
242,שם השומר הנשק,1,1,Hybrid-Manual,1,0,0,0,שם_השומר_הנשק
611,שם נוסף ברכב,2,1,Hybrid-Manual,1,0,0,0,שם_נוסף_ברכב ; שם_נוסף_ברכב_2
448,שנה_או_תקופה,1,1,GPT-Law,0,0,1,0,שנה_או_תקופה
678,שנת_ביצוע,1,1,GPT-Free,0,0,0,1,שנת_ביצוע
495,שנת החוק,1,1,Hybrid-Manual,1,0,0,0,שנת_החוק
624,שעה בה נשא הנאשם את הנשק,1,1,Hybrid-Manual,1,0,0,0,שעה_בה_נשא_הנאשם_את_הנשק
538,שעת_החשיפה,1,1,GPT-Free,0,0,0,1,שעת_החשיפה
598,שעת הירי,1,1,GPT-Free,0,0,0,1,שעת_הירי
251,שעת התפיסה,1,1,Hybrid-Manual,1,0,0,0,שעת_התפיסה
456,שעת התקרית,1,1,Hybrid-Manual,1,0,0,0,שעת_התקרית
400,תאריך הדיווח על השוד,1,1,Hybrid-Full,0,1,0,0,תאריך_הדיווח_על_השוד
680,תאריך החלטה לירות על כוחות הביטחון,1,1,Hybrid-Full,0,1,0,0,תאריך_החלטה_לירות_על_כוחות_הביטחון
